Source	Target
http://datos.bne.es/resource/XX1035080	http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://de.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://es.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://fr.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://gl.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://pl.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://pt.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://ru.dbpedia.org/resource/Пиньейро,_Марсело
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://wikidata.dbpedia.org/resource/Q1388674
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://rdf.freebase.com/ns/guid.9202a8c04000641f8000000000f3f4a5
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://rdf.freebase.com/ns/m/0h7y55
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://wikidata.org/entity/Q1388674
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://yago-knowledge.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Pi%C3%B1eyro	http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Marcelo_Pi%C3%B1eyro
http://dbpedia.org/resource/Marcelo_Piñeyro	http://de.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Piñeyro	http://es.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Piñeyro	http://fr.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Piñeyro	http://pl.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Piñeyro	http://pt.dbpedia.org/resource/Marcelo_Piñeyro
http://dbpedia.org/resource/Marcelo_Piñeyro	http://ru.dbpedia.org/resource/Пиньейро,_Марсело
http://dbpedia.org/resource/Marcelo_Piñeyro	http://wikidata.dbpedia.org/resource/Q1388674
http://dbpedia.org/resource/Marcelo_Piñeyro	http://wikidata.org/entity/Q1388674
http://dbpedia.org/resource/Marcelo_Piñeyro	http://rdf.freebase.com/ns/m.0h7y55
http://dbpedia.org/resource/Marcelo_Piñeyro	http://mpii.de/yago/resource/Marcelo_Piñeyro
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://es.dbpedia.org/resource/Marcelo_Piñeyro
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://fr.dbpedia.org/resource/Marcelo_Piñeyro
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://gl.dbpedia.org/resource/Marcelo_Piñeyro
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://pl.dbpedia.org/resource/Marcelo_Piñeyro
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://pt.dbpedia.org/resource/Marcelo_Piñeyro
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://rdf.freebase.com/ns/m.0h7y55
http://de.dbpedia.org/resource/Marcelo_Piñeyro	http://ru.dbpedia.org/resource/Пиньейро,_Марсело
